sentid	pairid	sentence	comparison	ROI	word
1049	525	les sénateurs déménagent et sont jeunes	expected	4	sont
1050	525	les sénateurs déménagent et est jeune	unexpected	4	est
1051	526	les professeurs déménagent et déménagent	expected	4	déménagent
1052	526	les professeurs déménagent et déménage	unexpected	4	déménage
1053	527	les professeurs déménagent et parlent	expected	4	parlent
1054	527	les professeurs déménagent et parle	unexpected	4	parle
1055	528	les professeurs déménagent et retournent	expected	4	retournent
1056	528	les professeurs déménagent et retourne	unexpected	4	retourne
1057	529	les professeurs déménagent et sont petits	expected	4	sont
1058	529	les professeurs déménagent et est petit	unexpected	4	est
1059	530	les professeurs déménagent et sont grands	expected	4	sont
1060	530	les professeurs déménagent et est grand	unexpected	4	est
1061	531	les professeurs déménagent et sont vieux	expected	4	sont
1062	531	les professeurs déménagent et est vieux	unexpected	4	est
1063	532	les professeurs déménagent et sont jeunes	expected	4	sont
1064	532	les professeurs déménagent et est jeune	unexpected	4	est
1065	533	les clients déménagent et déménagent	expected	4	déménagent
1066	533	les clients déménagent et déménage	unexpected	4	déménage
1067	534	les clients déménagent et parlent	expected	4	parlent
1068	534	les clients déménagent et parle	unexpected	4	parle
1069	535	les clients déménagent et retournent	expected	4	retournent
1070	535	les clients déménagent et retourne	unexpected	4	retourne
1071	536	les clients déménagent et sont petits	expected	4	sont
1072	536	les clients déménagent et est petit	unexpected	4	est
1073	537	les clients déménagent et sont grands	expected	4	sont
1074	537	les clients déménagent et est grand	unexpected	4	est
1075	538	les clients déménagent et sont vieux	expected	4	sont
1076	538	les clients déménagent et est vieux	unexpected	4	est
1077	539	les clients déménagent et sont jeunes	expected	4	sont
1078	539	les clients déménagent et est jeune	unexpected	4	est
1079	540	les officiers déménagent et déménagent	expected	4	déménagent
1080	540	les officiers déménagent et déménage	unexpected	4	déménage
1081	541	les officiers déménagent et parlent	expected	4	parlent
1082	541	les officiers déménagent et parle	unexpected	4	parle
1083	542	les officiers déménagent et retournent	expected	4	retournent
1084	542	les officiers déménagent et retourne	unexpected	4	retourne
1085	543	les officiers déménagent et sont petits	expected	4	sont
1086	543	les officiers déménagent et est petit	unexpected	4	est
1087	544	les officiers déménagent et sont grands	expected	4	sont
1088	544	les officiers déménagent et est grand	unexpected	4	est
1089	545	les officiers déménagent et sont vieux	expected	4	sont
1090	545	les officiers déménagent et est vieux	unexpected	4	est
1091	546	les officiers déménagent et sont jeunes	expected	4	sont
1092	546	les officiers déménagent et est jeune	unexpected	4	est
1093	547	les pilotes déménagent et déménagent	expected	4	déménagent
1094	547	les pilotes déménagent et déménage	unexpected	4	déménage
1095	548	les pilotes déménagent et parlent	expected	4	parlent
1096	548	les pilotes déménagent et parle	unexpected	4	parle
1097	549	les pilotes déménagent et retournent	expected	4	retournent
1098	549	les pilotes déménagent et retourne	unexpected	4	retourne
1099	550	les pilotes déménagent et sont petits	expected	4	sont
1100	550	les pilotes déménagent et est petit	unexpected	4	est
1101	551	les pilotes déménagent et sont grands	expected	4	sont
1102	551	les pilotes déménagent et est grand	unexpected	4	est
1103	552	les pilotes déménagent et sont vieux	expected	4	sont
1104	552	les pilotes déménagent et est vieux	unexpected	4	est
1105	553	les pilotes déménagent et sont jeunes	expected	4	sont
1106	553	les pilotes déménagent et est jeune	unexpected	4	est
1107	554	les consultants déménagent et déménagent	expected	4	déménagent
1108	554	les consultants déménagent et déménage	unexpected	4	déménage
1109	555	les consultants déménagent et parlent	expected	4	parlent
1110	555	les consultants déménagent et parle	unexpected	4	parle
1111	556	les consultants déménagent et retournent	expected	4	retournent
1112	556	les consultants déménagent et retourne	unexpected	4	retourne
1113	557	les consultants déménagent et sont petits	expected	4	sont
1114	557	les consultants déménagent et est petit	unexpected	4	est
1115	558	les consultants déménagent et sont grands	expected	4	sont
1116	558	les consultants déménagent et est grand	unexpected	4	est
1117	559	les consultants déménagent et sont vieux	expected	4	sont
1118	559	les consultants déménagent et est vieux	unexpected	4	est
1119	560	les consultants déménagent et sont jeunes	expected	4	sont
1120	560	les consultants déménagent et est jeune	unexpected	4	est
1121	561	les auteurs parlent et déménagent	expected	4	déménagent
1122	561	les auteurs parlent et déménage	unexpected	4	déménage
1123	562	les auteurs parlent et parlent	expected	4	parlent
1124	562	les auteurs parlent et parle	unexpected	4	parle
1125	563	les auteurs parlent et retournent	expected	4	retournent
1126	563	les auteurs parlent et retourne	unexpected	4	retourne
1127	564	les auteurs parlent et sont petits	expected	4	sont
1128	564	les auteurs parlent et est petit	unexpected	4	est
1129	565	les auteurs parlent et sont grands	expected	4	sont
1130	565	les auteurs parlent et est grand	unexpected	4	est
1131	566	les auteurs parlent et sont vieux	expected	4	sont
1132	566	les auteurs parlent et est vieux	unexpected	4	est
1133	567	les auteurs parlent et sont jeunes	expected	4	sont
1134	567	les auteurs parlent et est jeune	unexpected	4	est
1135	568	les directeurs parlent et déménagent	expected	4	déménagent
1136	568	les directeurs parlent et déménage	unexpected	4	déménage
1137	569	les directeurs parlent et parlent	expected	4	parlent
1138	569	les directeurs parlent et parle	unexpected	4	parle
1139	570	les directeurs parlent et retournent	expected	4	retournent
1140	570	les directeurs parlent et retourne	unexpected	4	retourne
1141	571	les directeurs parlent et sont petits	expected	4	sont
1142	571	les directeurs parlent et est petit	unexpected	4	est
1143	572	les directeurs parlent et sont grands	expected	4	sont
1144	572	les directeurs parlent et est grand	unexpected	4	est
1145	573	les directeurs parlent et sont vieux	expected	4	sont
1146	573	les directeurs parlent et est vieux	unexpected	4	est
1147	574	les directeurs parlent et sont jeunes	expected	4	sont
1148	574	les directeurs parlent et est jeune	unexpected	4	est
1149	575	les agriculteurs parlent et déménagent	expected	4	déménagent
1150	575	les agriculteurs parlent et déménage	unexpected	4	déménage
1151	576	les agriculteurs parlent et parlent	expected	4	parlent
1152	576	les agriculteurs parlent et parle	unexpected	4	parle
1153	577	les agriculteurs parlent et retournent	expected	4	retournent
1154	577	les agriculteurs parlent et retourne	unexpected	4	retourne
1155	578	les agriculteurs parlent et sont petits	expected	4	sont
1156	578	les agriculteurs parlent et est petit	unexpected	4	est
1157	579	les agriculteurs parlent et sont grands	expected	4	sont
1158	579	les agriculteurs parlent et est grand	unexpected	4	est
1159	580	les agriculteurs parlent et sont vieux	expected	4	sont
1160	580	les agriculteurs parlent et est vieux	unexpected	4	est
1161	581	les agriculteurs parlent et sont jeunes	expected	4	sont
1162	581	les agriculteurs parlent et est jeune	unexpected	4	est
1163	582	les chirurgiens parlent et déménagent	expected	4	déménagent
1164	582	les chirurgiens parlent et déménage	unexpected	4	déménage
1165	583	les chirurgiens parlent et parlent	expected	4	parlent
1166	583	les chirurgiens parlent et parle	unexpected	4	parle
1167	584	les chirurgiens parlent et retournent	expected	4	retournent
1168	584	les chirurgiens parlent et retourne	unexpected	4	retourne
1169	585	les chirurgiens parlent et sont petits	expected	4	sont
1170	585	les chirurgiens parlent et est petit	unexpected	4	est
1171	586	les chirurgiens parlent et sont grands	expected	4	sont
1172	586	les chirurgiens parlent et est grand	unexpected	4	est
1173	587	les chirurgiens parlent et sont vieux	expected	4	sont
1174	587	les chirurgiens parlent et est vieux	unexpected	4	est
1175	588	les chirurgiens parlent et sont jeunes	expected	4	sont
1176	588	les chirurgiens parlent et est jeune	unexpected	4	est
1177	589	les sénateurs parlent et déménagent	expected	4	déménagent
1178	589	les sénateurs parlent et déménage	unexpected	4	déménage
1179	590	les sénateurs parlent et parlent	expected	4	parlent
1180	590	les sénateurs parlent et parle	unexpected	4	parle
1181	591	les sénateurs parlent et retournent	expected	4	retournent
1182	591	les sénateurs parlent et retourne	unexpected	4	retourne
1183	592	les sénateurs parlent et sont petits	expected	4	sont
1184	592	les sénateurs parlent et est petit	unexpected	4	est
1185	593	les sénateurs parlent et sont grands	expected	4	sont
1186	593	les sénateurs parlent et est grand	unexpected	4	est
1187	594	les sénateurs parlent et sont vieux	expected	4	sont
1188	594	les sénateurs parlent et est vieux	unexpected	4	est
1189	595	les sénateurs parlent et sont jeunes	expected	4	sont
1190	595	les sénateurs parlent et est jeune	unexpected	4	est
1191	596	les professeurs parlent et déménagent	expected	4	déménagent
1192	596	les professeurs parlent et déménage	unexpected	4	déménage
1193	597	les professeurs parlent et parlent	expected	4	parlent
1194	597	les professeurs parlent et parle	unexpected	4	parle
1195	598	les professeurs parlent et retournent	expected	4	retournent
1196	598	les professeurs parlent et retourne	unexpected	4	retourne
1197	599	les professeurs parlent et sont petits	expected	4	sont
1198	599	les professeurs parlent et est petit	unexpected	4	est
1199	600	les professeurs parlent et sont grands	expected	4	sont
1200	600	les professeurs parlent et est grand	unexpected	4	est
1201	601	les professeurs parlent et sont vieux	expected	4	sont
1202	601	les professeurs parlent et est vieux	unexpected	4	est
1203	602	les professeurs parlent et sont jeunes	expected	4	sont
1204	602	les professeurs parlent et est jeune	unexpected	4	est
1205	603	les clients parlent et déménagent	expected	4	déménagent
1206	603	les clients parlent et déménage	unexpected	4	déménage
1207	604	les clients parlent et parlent	expected	4	parlent
1208	604	les clients parlent et parle	unexpected	4	parle
1209	605	les clients parlent et retournent	expected	4	retournent
1210	605	les clients parlent et retourne	unexpected	4	retourne
1211	606	les clients parlent et sont petits	expected	4	sont
1212	606	les clients parlent et est petit	unexpected	4	est
1213	607	les clients parlent et sont grands	expected	4	sont
1214	607	les clients parlent et est grand	unexpected	4	est
1215	608	les clients parlent et sont vieux	expected	4	sont
1216	608	les clients parlent et est vieux	unexpected	4	est
1217	609	les clients parlent et sont jeunes	expected	4	sont
1218	609	les clients parlent et est jeune	unexpected	4	est
1219	610	les officiers parlent et déménagent	expected	4	déménagent
1220	610	les officiers parlent et déménage	unexpected	4	déménage
1221	611	les officiers parlent et parlent	expected	4	parlent
1222	611	les officiers parlent et parle	unexpected	4	parle
1223	612	les officiers parlent et retournent	expected	4	retournent
1224	612	les officiers parlent et retourne	unexpected	4	retourne
1225	613	les officiers parlent et sont petits	expected	4	sont
1226	613	les officiers parlent et est petit	unexpected	4	est
1227	614	les officiers parlent et sont grands	expected	4	sont
1228	614	les officiers parlent et est grand	unexpected	4	est
1229	615	les officiers parlent et sont vieux	expected	4	sont
1230	615	les officiers parlent et est vieux	unexpected	4	est
1231	616	les officiers parlent et sont jeunes	expected	4	sont
1232	616	les officiers parlent et est jeune	unexpected	4	est
1233	617	les pilotes parlent et déménagent	expected	4	déménagent
1234	617	les pilotes parlent et déménage	unexpected	4	déménage
1235	618	les pilotes parlent et parlent	expected	4	parlent
1236	618	les pilotes parlent et parle	unexpected	4	parle
1237	619	les pilotes parlent et retournent	expected	4	retournent
1238	619	les pilotes parlent et retourne	unexpected	4	retourne
1239	620	les pilotes parlent et sont petits	expected	4	sont
1240	620	les pilotes parlent et est petit	unexpected	4	est
1241	621	les pilotes parlent et sont grands	expected	4	sont
1242	621	les pilotes parlent et est grand	unexpected	4	est
1243	622	les pilotes parlent et sont vieux	expected	4	sont
1244	622	les pilotes parlent et est vieux	unexpected	4	est
1245	623	les pilotes parlent et sont jeunes	expected	4	sont
1246	623	les pilotes parlent et est jeune	unexpected	4	est
1247	624	les consultants parlent et déménagent	expected	4	déménagent
1248	624	les consultants parlent et déménage	unexpected	4	déménage
1249	625	les consultants parlent et parlent	expected	4	parlent
1250	625	les consultants parlent et parle	unexpected	4	parle
1251	626	les consultants parlent et retournent	expected	4	retournent
1252	626	les consultants parlent et retourne	unexpected	4	retourne
1253	627	les consultants parlent et sont petits	expected	4	sont
1254	627	les consultants parlent et est petit	unexpected	4	est
1255	628	les consultants parlent et sont grands	expected	4	sont
1256	628	les consultants parlent et est grand	unexpected	4	est
1257	629	les consultants parlent et sont vieux	expected	4	sont
1258	629	les consultants parlent et est vieux	unexpected	4	est
1259	630	les consultants parlent et sont jeunes	expected	4	sont
1260	630	les consultants parlent et est jeune	unexpected	4	est
1261	631	les auteurs retournent et déménagent	expected	4	déménagent
1262	631	les auteurs retournent et déménage	unexpected	4	déménage
1263	632	les auteurs retournent et parlent	expected	4	parlent
1264	632	les auteurs retournent et parle	unexpected	4	parle
1265	633	les auteurs retournent et retournent	expected	4	retournent
1266	633	les auteurs retournent et retourne	unexpected	4	retourne
1267	634	les auteurs retournent et sont petits	expected	4	sont
1268	634	les auteurs retournent et est petit	unexpected	4	est
1269	635	les auteurs retournent et sont grands	expected	4	sont
1270	635	les auteurs retournent et est grand	unexpected	4	est
1271	636	les auteurs retournent et sont vieux	expected	4	sont
1272	636	les auteurs retournent et est vieux	unexpected	4	est
1273	637	les auteurs retournent et sont jeunes	expected	4	sont
1274	637	les auteurs retournent et est jeune	unexpected	4	est
1275	638	les directeurs retournent et déménagent	expected	4	déménagent
1276	638	les directeurs retournent et déménage	unexpected	4	déménage
1277	639	les directeurs retournent et parlent	expected	4	parlent
1278	639	les directeurs retournent et parle	unexpected	4	parle
1279	640	les directeurs retournent et retournent	expected	4	retournent
1280	640	les directeurs retournent et retourne	unexpected	4	retourne
1281	641	les directeurs retournent et sont petits	expected	4	sont
1282	641	les directeurs retournent et est petit	unexpected	4	est
1283	642	les directeurs retournent et sont grands	expected	4	sont
1284	642	les directeurs retournent et est grand	unexpected	4	est
1285	643	les directeurs retournent et sont vieux	expected	4	sont
1286	643	les directeurs retournent et est vieux	unexpected	4	est
1287	644	les directeurs retournent et sont jeunes	expected	4	sont
1288	644	les directeurs retournent et est jeune	unexpected	4	est
1289	645	les agriculteurs retournent et déménagent	expected	4	déménagent
1290	645	les agriculteurs retournent et déménage	unexpected	4	déménage
1291	646	les agriculteurs retournent et parlent	expected	4	parlent
1292	646	les agriculteurs retournent et parle	unexpected	4	parle
1293	647	les agriculteurs retournent et retournent	expected	4	retournent
1294	647	les agriculteurs retournent et retourne	unexpected	4	retourne
1295	648	les agriculteurs retournent et sont petits	expected	4	sont
1296	648	les agriculteurs retournent et est petit	unexpected	4	est
1297	649	les agriculteurs retournent et sont grands	expected	4	sont
1298	649	les agriculteurs retournent et est grand	unexpected	4	est
1299	650	les agriculteurs retournent et sont vieux	expected	4	sont
1300	650	les agriculteurs retournent et est vieux	unexpected	4	est
1301	651	les agriculteurs retournent et sont jeunes	expected	4	sont
1302	651	les agriculteurs retournent et est jeune	unexpected	4	est
1303	652	les chirurgiens retournent et déménagent	expected	4	déménagent
1304	652	les chirurgiens retournent et déménage	unexpected	4	déménage
1305	653	les chirurgiens retournent et parlent	expected	4	parlent
1306	653	les chirurgiens retournent et parle	unexpected	4	parle
1307	654	les chirurgiens retournent et retournent	expected	4	retournent
1308	654	les chirurgiens retournent et retourne	unexpected	4	retourne
1309	655	les chirurgiens retournent et sont petits	expected	4	sont
1310	655	les chirurgiens retournent et est petit	unexpected	4	est
1311	656	les chirurgiens retournent et sont grands	expected	4	sont
1312	656	les chirurgiens retournent et est grand	unexpected	4	est
1313	657	les chirurgiens retournent et sont vieux	expected	4	sont
1314	657	les chirurgiens retournent et est vieux	unexpected	4	est
1315	658	les chirurgiens retournent et sont jeunes	expected	4	sont
1316	658	les chirurgiens retournent et est jeune	unexpected	4	est
1317	659	les sénateurs retournent et déménagent	expected	4	déménagent
1318	659	les sénateurs retournent et déménage	unexpected	4	déménage
1319	660	les sénateurs retournent et parlent	expected	4	parlent
1320	660	les sénateurs retournent et parle	unexpected	4	parle
1321	661	les sénateurs retournent et retournent	expected	4	retournent
1322	661	les sénateurs retournent et retourne	unexpected	4	retourne
1323	662	les sénateurs retournent et sont petits	expected	4	sont
1324	662	les sénateurs retournent et est petit	unexpected	4	est
1325	663	les sénateurs retournent et sont grands	expected	4	sont
1326	663	les sénateurs retournent et est grand	unexpected	4	est
1327	664	les sénateurs retournent et sont vieux	expected	4	sont
1328	664	les sénateurs retournent et est vieux	unexpected	4	est
1329	665	les sénateurs retournent et sont jeunes	expected	4	sont
1330	665	les sénateurs retournent et est jeune	unexpected	4	est
1331	666	les professeurs retournent et déménagent	expected	4	déménagent
1332	666	les professeurs retournent et déménage	unexpected	4	déménage
1333	667	les professeurs retournent et parlent	expected	4	parlent
1334	667	les professeurs retournent et parle	unexpected	4	parle
1335	668	les professeurs retournent et retournent	expected	4	retournent
1336	668	les professeurs retournent et retourne	unexpected	4	retourne
1337	669	les professeurs retournent et sont petits	expected	4	sont
1338	669	les professeurs retournent et est petit	unexpected	4	est
1339	670	les professeurs retournent et sont grands	expected	4	sont
1340	670	les professeurs retournent et est grand	unexpected	4	est
1341	671	les professeurs retournent et sont vieux	expected	4	sont
1342	671	les professeurs retournent et est vieux	unexpected	4	est
1343	672	les professeurs retournent et sont jeunes	expected	4	sont
1344	672	les professeurs retournent et est jeune	unexpected	4	est
1345	673	les clients retournent et déménagent	expected	4	déménagent
1346	673	les clients retournent et déménage	unexpected	4	déménage
1347	674	les clients retournent et parlent	expected	4	parlent
1348	674	les clients retournent et parle	unexpected	4	parle
1349	675	les clients retournent et retournent	expected	4	retournent
1350	675	les clients retournent et retourne	unexpected	4	retourne
1351	676	les clients retournent et sont petits	expected	4	sont
1352	676	les clients retournent et est petit	unexpected	4	est
1353	677	les clients retournent et sont grands	expected	4	sont
1354	677	les clients retournent et est grand	unexpected	4	est
1355	678	les clients retournent et sont vieux	expected	4	sont
1356	678	les clients retournent et est vieux	unexpected	4	est
1357	679	les clients retournent et sont jeunes	expected	4	sont
1358	679	les clients retournent et est jeune	unexpected	4	est
1359	680	les officiers retournent et déménagent	expected	4	déménagent
1360	680	les officiers retournent et déménage	unexpected	4	déménage
1361	681	les officiers retournent et parlent	expected	4	parlent
1362	681	les officiers retournent et parle	unexpected	4	parle
1363	682	les officiers retournent et retournent	expected	4	retournent
1364	682	les officiers retournent et retourne	unexpected	4	retourne
1365	683	les officiers retournent et sont petits	expected	4	sont
1366	683	les officiers retournent et est petit	unexpected	4	est
1367	684	les officiers retournent et sont grands	expected	4	sont
1368	684	les officiers retournent et est grand	unexpected	4	est
1369	685	les officiers retournent et sont vieux	expected	4	sont
1370	685	les officiers retournent et est vieux	unexpected	4	est
1371	686	les officiers retournent et sont jeunes	expected	4	sont
1372	686	les officiers retournent et est jeune	unexpected	4	est
1373	687	les pilotes retournent et déménagent	expected	4	déménagent
1374	687	les pilotes retournent et déménage	unexpected	4	déménage
1375	688	les pilotes retournent et parlent	expected	4	parlent
1376	688	les pilotes retournent et parle	unexpected	4	parle
1377	689	les pilotes retournent et retournent	expected	4	retournent
1378	689	les pilotes retournent et retourne	unexpected	4	retourne
1379	690	les pilotes retournent et sont petits	expected	4	sont
1380	690	les pilotes retournent et est petit	unexpected	4	est
1381	691	les pilotes retournent et sont grands	expected	4	sont
1382	691	les pilotes retournent et est grand	unexpected	4	est
1383	692	les pilotes retournent et sont vieux	expected	4	sont
1384	692	les pilotes retournent et est vieux	unexpected	4	est
1385	693	les pilotes retournent et sont jeunes	expected	4	sont
1386	693	les pilotes retournent et est jeune	unexpected	4	est
1387	694	les consultants retournent et déménagent	expected	4	déménagent
1388	694	les consultants retournent et déménage	unexpected	4	déménage
1389	695	les consultants retournent et parlent	expected	4	parlent
1390	695	les consultants retournent et parle	unexpected	4	parle
1391	696	les consultants retournent et retournent	expected	4	retournent
1392	696	les consultants retournent et retourne	unexpected	4	retourne
1393	697	les consultants retournent et sont petits	expected	4	sont
1394	697	les consultants retournent et est petit	unexpected	4	est
1395	698	les consultants retournent et sont grands	expected	4	sont
1396	698	les consultants retournent et est grand	unexpected	4	est
1397	699	les consultants retournent et sont vieux	expected	4	sont
1398	699	les consultants retournent et est vieux	unexpected	4	est
1399	700	les consultants retournent et sont jeunes	expected	4	sont
1400	700	les consultants retournent et est jeune	unexpected	4	est
1401	701	les auteurs sont petits et déménagent	expected	5	déménagent
1402	701	les auteurs sont petits et déménage	unexpected	5	déménage
1403	702	les auteurs sont petits et parlent	expected	5	parlent
1404	702	les auteurs sont petits et parle	unexpected	5	parle
1405	703	les auteurs sont petits et retournent	expected	5	retournent
1406	703	les auteurs sont petits et retourne	unexpected	5	retourne
1407	704	les auteurs sont petits et sont petits	expected	5	sont
1408	704	les auteurs sont petits et est petit	unexpected	5	est
1409	705	les auteurs sont petits et sont grands	expected	5	sont
1410	705	les auteurs sont petits et est grand	unexpected	5	est
1411	706	les auteurs sont petits et sont vieux	expected	5	sont
1412	706	les auteurs sont petits et est vieux	unexpected	5	est
1413	707	les auteurs sont petits et sont jeunes	expected	5	sont
1414	707	les auteurs sont petits et est jeune	unexpected	5	est
1415	708	les directeurs sont petits et déménagent	expected	5	déménagent
1416	708	les directeurs sont petits et déménage	unexpected	5	déménage
1417	709	les directeurs sont petits et parlent	expected	5	parlent
1418	709	les directeurs sont petits et parle	unexpected	5	parle
1419	710	les directeurs sont petits et retournent	expected	5	retournent
1420	710	les directeurs sont petits et retourne	unexpected	5	retourne
1421	711	les directeurs sont petits et sont petits	expected	5	sont
1422	711	les directeurs sont petits et est petit	unexpected	5	est
1423	712	les directeurs sont petits et sont grands	expected	5	sont
1424	712	les directeurs sont petits et est grand	unexpected	5	est
1425	713	les directeurs sont petits et sont vieux	expected	5	sont
1426	713	les directeurs sont petits et est vieux	unexpected	5	est
1427	714	les directeurs sont petits et sont jeunes	expected	5	sont
1428	714	les directeurs sont petits et est jeune	unexpected	5	est
1429	715	les agriculteurs sont petits et déménagent	expected	5	déménagent
1430	715	les agriculteurs sont petits et déménage	unexpected	5	déménage
1431	716	les agriculteurs sont petits et parlent	expected	5	parlent
1432	716	les agriculteurs sont petits et parle	unexpected	5	parle
1433	717	les agriculteurs sont petits et retournent	expected	5	retournent
1434	717	les agriculteurs sont petits et retourne	unexpected	5	retourne
1435	718	les agriculteurs sont petits et sont petits	expected	5	sont
1436	718	les agriculteurs sont petits et est petit	unexpected	5	est
1437	719	les agriculteurs sont petits et sont grands	expected	5	sont
1438	719	les agriculteurs sont petits et est grand	unexpected	5	est
1439	720	les agriculteurs sont petits et sont vieux	expected	5	sont
1440	720	les agriculteurs sont petits et est vieux	unexpected	5	est
1441	721	les agriculteurs sont petits et sont jeunes	expected	5	sont
1442	721	les agriculteurs sont petits et est jeune	unexpected	5	est
1443	722	les chirurgiens sont petits et déménagent	expected	5	déménagent
1444	722	les chirurgiens sont petits et déménage	unexpected	5	déménage
1445	723	les chirurgiens sont petits et parlent	expected	5	parlent
1446	723	les chirurgiens sont petits et parle	unexpected	5	parle
1447	724	les chirurgiens sont petits et retournent	expected	5	retournent
1448	724	les chirurgiens sont petits et retourne	unexpected	5	retourne
1449	725	les chirurgiens sont petits et sont petits	expected	5	sont
1450	725	les chirurgiens sont petits et est petit	unexpected	5	est
1451	726	les chirurgiens sont petits et sont grands	expected	5	sont
1452	726	les chirurgiens sont petits et est grand	unexpected	5	est
1453	727	les chirurgiens sont petits et sont vieux	expected	5	sont
1454	727	les chirurgiens sont petits et est vieux	unexpected	5	est
1455	728	les chirurgiens sont petits et sont jeunes	expected	5	sont
1456	728	les chirurgiens sont petits et est jeune	unexpected	5	est
1457	729	les sénateurs sont petits et déménagent	expected	5	déménagent
1458	729	les sénateurs sont petits et déménage	unexpected	5	déménage
1459	730	les sénateurs sont petits et parlent	expected	5	parlent
1460	730	les sénateurs sont petits et parle	unexpected	5	parle
1461	731	les sénateurs sont petits et retournent	expected	5	retournent
1462	731	les sénateurs sont petits et retourne	unexpected	5	retourne
1463	732	les sénateurs sont petits et sont petits	expected	5	sont
1464	732	les sénateurs sont petits et est petit	unexpected	5	est
1465	733	les sénateurs sont petits et sont grands	expected	5	sont
1466	733	les sénateurs sont petits et est grand	unexpected	5	est
1467	734	les sénateurs sont petits et sont vieux	expected	5	sont
1468	734	les sénateurs sont petits et est vieux	unexpected	5	est
1469	735	les sénateurs sont petits et sont jeunes	expected	5	sont
1470	735	les sénateurs sont petits et est jeune	unexpected	5	est
1471	736	les professeurs sont petits et déménagent	expected	5	déménagent
1472	736	les professeurs sont petits et déménage	unexpected	5	déménage
1473	737	les professeurs sont petits et parlent	expected	5	parlent
1474	737	les professeurs sont petits et parle	unexpected	5	parle
1475	738	les professeurs sont petits et retournent	expected	5	retournent
1476	738	les professeurs sont petits et retourne	unexpected	5	retourne
1477	739	les professeurs sont petits et sont petits	expected	5	sont
1478	739	les professeurs sont petits et est petit	unexpected	5	est
1479	740	les professeurs sont petits et sont grands	expected	5	sont
1480	740	les professeurs sont petits et est grand	unexpected	5	est
1481	741	les professeurs sont petits et sont vieux	expected	5	sont
1482	741	les professeurs sont petits et est vieux	unexpected	5	est
1483	742	les professeurs sont petits et sont jeunes	expected	5	sont
1484	742	les professeurs sont petits et est jeune	unexpected	5	est
1485	743	les clients sont petits et déménagent	expected	5	déménagent
1486	743	les clients sont petits et déménage	unexpected	5	déménage
1487	744	les clients sont petits et parlent	expected	5	parlent
1488	744	les clients sont petits et parle	unexpected	5	parle
1489	745	les clients sont petits et retournent	expected	5	retournent
1490	745	les clients sont petits et retourne	unexpected	5	retourne
1491	746	les clients sont petits et sont petits	expected	5	sont
1492	746	les clients sont petits et est petit	unexpected	5	est
1493	747	les clients sont petits et sont grands	expected	5	sont
1494	747	les clients sont petits et est grand	unexpected	5	est
1495	748	les clients sont petits et sont vieux	expected	5	sont
1496	748	les clients sont petits et est vieux	unexpected	5	est
1497	749	les clients sont petits et sont jeunes	expected	5	sont
1498	749	les clients sont petits et est jeune	unexpected	5	est
1499	750	les officiers sont petits et déménagent	expected	5	déménagent
1500	750	les officiers sont petits et déménage	unexpected	5	déménage
1501	751	les officiers sont petits et parlent	expected	5	parlent
1502	751	les officiers sont petits et parle	unexpected	5	parle
1503	752	les officiers sont petits et retournent	expected	5	retournent
1504	752	les officiers sont petits et retourne	unexpected	5	retourne
1505	753	les officiers sont petits et sont petits	expected	5	sont
1506	753	les officiers sont petits et est petit	unexpected	5	est
1507	754	les officiers sont petits et sont grands	expected	5	sont
1508	754	les officiers sont petits et est grand	unexpected	5	est
1509	755	les officiers sont petits et sont vieux	expected	5	sont
1510	755	les officiers sont petits et est vieux	unexpected	5	est
1511	756	les officiers sont petits et sont jeunes	expected	5	sont
1512	756	les officiers sont petits et est jeune	unexpected	5	est
1513	757	les pilotes sont petits et déménagent	expected	5	déménagent
1514	757	les pilotes sont petits et déménage	unexpected	5	déménage
1515	758	les pilotes sont petits et parlent	expected	5	parlent
1516	758	les pilotes sont petits et parle	unexpected	5	parle
1517	759	les pilotes sont petits et retournent	expected	5	retournent
1518	759	les pilotes sont petits et retourne	unexpected	5	retourne
1519	760	les pilotes sont petits et sont petits	expected	5	sont
1520	760	les pilotes sont petits et est petit	unexpected	5	est
1521	761	les pilotes sont petits et sont grands	expected	5	sont
1522	761	les pilotes sont petits et est grand	unexpected	5	est
1523	762	les pilotes sont petits et sont vieux	expected	5	sont
1524	762	les pilotes sont petits et est vieux	unexpected	5	est
1525	763	les pilotes sont petits et sont jeunes	expected	5	sont
1526	763	les pilotes sont petits et est jeune	unexpected	5	est
1527	764	les consultants sont petits et déménagent	expected	5	déménagent
1528	764	les consultants sont petits et déménage	unexpected	5	déménage
1529	765	les consultants sont petits et parlent	expected	5	parlent
1530	765	les consultants sont petits et parle	unexpected	5	parle
1531	766	les consultants sont petits et retournent	expected	5	retournent
1532	766	les consultants sont petits et retourne	unexpected	5	retourne
1533	767	les consultants sont petits et sont petits	expected	5	sont
1534	767	les consultants sont petits et est petit	unexpected	5	est
1535	768	les consultants sont petits et sont grands	expected	5	sont
1536	768	les consultants sont petits et est grand	unexpected	5	est
1537	769	les consultants sont petits et sont vieux	expected	5	sont
1538	769	les consultants sont petits et est vieux	unexpected	5	est
1539	770	les consultants sont petits et sont jeunes	expected	5	sont
1540	770	les consultants sont petits et est jeune	unexpected	5	est
1541	771	les auteurs sont grands et déménagent	expected	5	déménagent
1542	771	les auteurs sont grands et déménage	unexpected	5	déménage
1543	772	les auteurs sont grands et parlent	expected	5	parlent
