sentid	pairid	sentence	comparison	ROI	word
16383	8192	l' auteur derrière les patineurs est jeune	expected	5	est
16384	8192	l' auteur derrière les patineurs sont jeunes	unexpected	5	sont
16385	8193	l' auteur derrière les patineurs est petit	expected	5	est
16386	8193	l' auteur derrière les patineurs sont petits	unexpected	5	sont
16387	8194	l' auteur derrière les patineurs est grand	expected	5	est
16388	8194	l' auteur derrière les patineurs sont grands	unexpected	5	sont
16389	8195	l' auteur derrière les patineurs déménage	expected	5	déménage
16390	8195	l' auteur derrière les patineurs déménagent	unexpected	5	déménagent
16391	8196	l' auteur derrière les patineurs parle	expected	5	parle
16392	8196	l' auteur derrière les patineurs parlent	unexpected	5	parlent
16393	8197	l' auteur derrière les patineurs retourne	expected	5	retourne
16394	8197	l' auteur derrière les patineurs retournent	unexpected	5	retournent
16395	8198	le directeur derrière les patineurs est vieux	expected	5	est
16396	8198	le directeur derrière les patineurs sont vieux	unexpected	5	sont
16397	8199	le directeur derrière les patineurs est jeune	expected	5	est
16398	8199	le directeur derrière les patineurs sont jeunes	unexpected	5	sont
16399	8200	le directeur derrière les patineurs est petit	expected	5	est
16400	8200	le directeur derrière les patineurs sont petits	unexpected	5	sont
16401	8201	le directeur derrière les patineurs est grand	expected	5	est
16402	8201	le directeur derrière les patineurs sont grands	unexpected	5	sont
16403	8202	le directeur derrière les patineurs déménage	expected	5	déménage
16404	8202	le directeur derrière les patineurs déménagent	unexpected	5	déménagent
16405	8203	le directeur derrière les patineurs parle	expected	5	parle
16406	8203	le directeur derrière les patineurs parlent	unexpected	5	parlent
16407	8204	le directeur derrière les patineurs retourne	expected	5	retourne
16408	8204	le directeur derrière les patineurs retournent	unexpected	5	retournent
16409	8205	l' agriculteur derrière les patineurs est vieux	expected	5	est
16410	8205	l' agriculteur derrière les patineurs sont vieux	unexpected	5	sont
16411	8206	l' agriculteur derrière les patineurs est jeune	expected	5	est
16412	8206	l' agriculteur derrière les patineurs sont jeunes	unexpected	5	sont
16413	8207	l' agriculteur derrière les patineurs est petit	expected	5	est
16414	8207	l' agriculteur derrière les patineurs sont petits	unexpected	5	sont
16415	8208	l' agriculteur derrière les patineurs est grand	expected	5	est
16416	8208	l' agriculteur derrière les patineurs sont grands	unexpected	5	sont
16417	8209	l' agriculteur derrière les patineurs déménage	expected	5	déménage
16418	8209	l' agriculteur derrière les patineurs déménagent	unexpected	5	déménagent
16419	8210	l' agriculteur derrière les patineurs parle	expected	5	parle
16420	8210	l' agriculteur derrière les patineurs parlent	unexpected	5	parlent
16421	8211	l' agriculteur derrière les patineurs retourne	expected	5	retourne
16422	8211	l' agriculteur derrière les patineurs retournent	unexpected	5	retournent
16423	8212	le chirurgien derrière les patineurs est vieux	expected	5	est
16424	8212	le chirurgien derrière les patineurs sont vieux	unexpected	5	sont
16425	8213	le chirurgien derrière les patineurs est jeune	expected	5	est
16426	8213	le chirurgien derrière les patineurs sont jeunes	unexpected	5	sont
16427	8214	le chirurgien derrière les patineurs est petit	expected	5	est
16428	8214	le chirurgien derrière les patineurs sont petits	unexpected	5	sont
16429	8215	le chirurgien derrière les patineurs est grand	expected	5	est
16430	8215	le chirurgien derrière les patineurs sont grands	unexpected	5	sont
16431	8216	le chirurgien derrière les patineurs déménage	expected	5	déménage
16432	8216	le chirurgien derrière les patineurs déménagent	unexpected	5	déménagent
16433	8217	le chirurgien derrière les patineurs parle	expected	5	parle
16434	8217	le chirurgien derrière les patineurs parlent	unexpected	5	parlent
16435	8218	le chirurgien derrière les patineurs retourne	expected	5	retourne
16436	8218	le chirurgien derrière les patineurs retournent	unexpected	5	retournent
16437	8219	le sénateur derrière les patineurs est vieux	expected	5	est
16438	8219	le sénateur derrière les patineurs sont vieux	unexpected	5	sont
16439	8220	le sénateur derrière les patineurs est jeune	expected	5	est
16440	8220	le sénateur derrière les patineurs sont jeunes	unexpected	5	sont
16441	8221	le sénateur derrière les patineurs est petit	expected	5	est
16442	8221	le sénateur derrière les patineurs sont petits	unexpected	5	sont
16443	8222	le sénateur derrière les patineurs est grand	expected	5	est
16444	8222	le sénateur derrière les patineurs sont grands	unexpected	5	sont
16445	8223	le sénateur derrière les patineurs déménage	expected	5	déménage
16446	8223	le sénateur derrière les patineurs déménagent	unexpected	5	déménagent
16447	8224	le sénateur derrière les patineurs parle	expected	5	parle
16448	8224	le sénateur derrière les patineurs parlent	unexpected	5	parlent
16449	8225	le sénateur derrière les patineurs retourne	expected	5	retourne
16450	8225	le sénateur derrière les patineurs retournent	unexpected	5	retournent
16451	8226	le professeur derrière les patineurs est vieux	expected	5	est
16452	8226	le professeur derrière les patineurs sont vieux	unexpected	5	sont
16453	8227	le professeur derrière les patineurs est jeune	expected	5	est
16454	8227	le professeur derrière les patineurs sont jeunes	unexpected	5	sont
16455	8228	le professeur derrière les patineurs est petit	expected	5	est
16456	8228	le professeur derrière les patineurs sont petits	unexpected	5	sont
16457	8229	le professeur derrière les patineurs est grand	expected	5	est
16458	8229	le professeur derrière les patineurs sont grands	unexpected	5	sont
16459	8230	le professeur derrière les patineurs déménage	expected	5	déménage
16460	8230	le professeur derrière les patineurs déménagent	unexpected	5	déménagent
16461	8231	le professeur derrière les patineurs parle	expected	5	parle
16462	8231	le professeur derrière les patineurs parlent	unexpected	5	parlent
16463	8232	le professeur derrière les patineurs retourne	expected	5	retourne
16464	8232	le professeur derrière les patineurs retournent	unexpected	5	retournent
16465	8233	le client derrière les patineurs est vieux	expected	5	est
16466	8233	le client derrière les patineurs sont vieux	unexpected	5	sont
16467	8234	le client derrière les patineurs est jeune	expected	5	est
16468	8234	le client derrière les patineurs sont jeunes	unexpected	5	sont
16469	8235	le client derrière les patineurs est petit	expected	5	est
16470	8235	le client derrière les patineurs sont petits	unexpected	5	sont
16471	8236	le client derrière les patineurs est grand	expected	5	est
16472	8236	le client derrière les patineurs sont grands	unexpected	5	sont
16473	8237	le client derrière les patineurs déménage	expected	5	déménage
16474	8237	le client derrière les patineurs déménagent	unexpected	5	déménagent
16475	8238	le client derrière les patineurs parle	expected	5	parle
16476	8238	le client derrière les patineurs parlent	unexpected	5	parlent
16477	8239	le client derrière les patineurs retourne	expected	5	retourne
16478	8239	le client derrière les patineurs retournent	unexpected	5	retournent
16479	8240	l' officier derrière les patineurs est vieux	expected	5	est
16480	8240	l' officier derrière les patineurs sont vieux	unexpected	5	sont
16481	8241	l' officier derrière les patineurs est jeune	expected	5	est
16482	8241	l' officier derrière les patineurs sont jeunes	unexpected	5	sont
16483	8242	l' officier derrière les patineurs est petit	expected	5	est
16484	8242	l' officier derrière les patineurs sont petits	unexpected	5	sont
16485	8243	l' officier derrière les patineurs est grand	expected	5	est
16486	8243	l' officier derrière les patineurs sont grands	unexpected	5	sont
16487	8244	l' officier derrière les patineurs déménage	expected	5	déménage
16488	8244	l' officier derrière les patineurs déménagent	unexpected	5	déménagent
16489	8245	l' officier derrière les patineurs parle	expected	5	parle
16490	8245	l' officier derrière les patineurs parlent	unexpected	5	parlent
16491	8246	l' officier derrière les patineurs retourne	expected	5	retourne
16492	8246	l' officier derrière les patineurs retournent	unexpected	5	retournent
16493	8247	le pilote derrière les patineurs est vieux	expected	5	est
16494	8247	le pilote derrière les patineurs sont vieux	unexpected	5	sont
16495	8248	le pilote derrière les patineurs est jeune	expected	5	est
16496	8248	le pilote derrière les patineurs sont jeunes	unexpected	5	sont
16497	8249	le pilote derrière les patineurs est petit	expected	5	est
16498	8249	le pilote derrière les patineurs sont petits	unexpected	5	sont
16499	8250	le pilote derrière les patineurs est grand	expected	5	est
16500	8250	le pilote derrière les patineurs sont grands	unexpected	5	sont
16501	8251	le pilote derrière les patineurs déménage	expected	5	déménage
16502	8251	le pilote derrière les patineurs déménagent	unexpected	5	déménagent
16503	8252	le pilote derrière les patineurs parle	expected	5	parle
16504	8252	le pilote derrière les patineurs parlent	unexpected	5	parlent
16505	8253	le pilote derrière les patineurs retourne	expected	5	retourne
16506	8253	le pilote derrière les patineurs retournent	unexpected	5	retournent
16507	8254	le consultant derrière les patineurs est vieux	expected	5	est
16508	8254	le consultant derrière les patineurs sont vieux	unexpected	5	sont
16509	8255	le consultant derrière les patineurs est jeune	expected	5	est
16510	8255	le consultant derrière les patineurs sont jeunes	unexpected	5	sont
16511	8256	le consultant derrière les patineurs est petit	expected	5	est
16512	8256	le consultant derrière les patineurs sont petits	unexpected	5	sont
16513	8257	le consultant derrière les patineurs est grand	expected	5	est
16514	8257	le consultant derrière les patineurs sont grands	unexpected	5	sont
16515	8258	le consultant derrière les patineurs déménage	expected	5	déménage
16516	8258	le consultant derrière les patineurs déménagent	unexpected	5	déménagent
16517	8259	le consultant derrière les patineurs parle	expected	5	parle
16518	8259	le consultant derrière les patineurs parlent	unexpected	5	parlent
16519	8260	le consultant derrière les patineurs retourne	expected	5	retourne
16520	8260	le consultant derrière les patineurs retournent	unexpected	5	retournent
16521	8261	l' auteur devant les parents est vieux	expected	5	est
16522	8261	l' auteur devant les parents sont vieux	unexpected	5	sont
16523	8262	l' auteur devant les parents est jeune	expected	5	est
16524	8262	l' auteur devant les parents sont jeunes	unexpected	5	sont
16525	8263	l' auteur devant les parents est petit	expected	5	est
16526	8263	l' auteur devant les parents sont petits	unexpected	5	sont
16527	8264	l' auteur devant les parents est grand	expected	5	est
16528	8264	l' auteur devant les parents sont grands	unexpected	5	sont
16529	8265	l' auteur devant les parents déménage	expected	5	déménage
16530	8265	l' auteur devant les parents déménagent	unexpected	5	déménagent
16531	8266	l' auteur devant les parents parle	expected	5	parle
16532	8266	l' auteur devant les parents parlent	unexpected	5	parlent
16533	8267	l' auteur devant les parents retourne	expected	5	retourne
16534	8267	l' auteur devant les parents retournent	unexpected	5	retournent
16535	8268	le directeur devant les parents est vieux	expected	5	est
16536	8268	le directeur devant les parents sont vieux	unexpected	5	sont
16537	8269	le directeur devant les parents est jeune	expected	5	est
16538	8269	le directeur devant les parents sont jeunes	unexpected	5	sont
16539	8270	le directeur devant les parents est petit	expected	5	est
16540	8270	le directeur devant les parents sont petits	unexpected	5	sont
16541	8271	le directeur devant les parents est grand	expected	5	est
16542	8271	le directeur devant les parents sont grands	unexpected	5	sont
16543	8272	le directeur devant les parents déménage	expected	5	déménage
16544	8272	le directeur devant les parents déménagent	unexpected	5	déménagent
16545	8273	le directeur devant les parents parle	expected	5	parle
16546	8273	le directeur devant les parents parlent	unexpected	5	parlent
16547	8274	le directeur devant les parents retourne	expected	5	retourne
16548	8274	le directeur devant les parents retournent	unexpected	5	retournent
16549	8275	l' agriculteur devant les parents est vieux	expected	5	est
16550	8275	l' agriculteur devant les parents sont vieux	unexpected	5	sont
16551	8276	l' agriculteur devant les parents est jeune	expected	5	est
16552	8276	l' agriculteur devant les parents sont jeunes	unexpected	5	sont
16553	8277	l' agriculteur devant les parents est petit	expected	5	est
16554	8277	l' agriculteur devant les parents sont petits	unexpected	5	sont
16555	8278	l' agriculteur devant les parents est grand	expected	5	est
16556	8278	l' agriculteur devant les parents sont grands	unexpected	5	sont
16557	8279	l' agriculteur devant les parents déménage	expected	5	déménage
16558	8279	l' agriculteur devant les parents déménagent	unexpected	5	déménagent
16559	8280	l' agriculteur devant les parents parle	expected	5	parle
16560	8280	l' agriculteur devant les parents parlent	unexpected	5	parlent
16561	8281	l' agriculteur devant les parents retourne	expected	5	retourne
16562	8281	l' agriculteur devant les parents retournent	unexpected	5	retournent
16563	8282	le chirurgien devant les parents est vieux	expected	5	est
16564	8282	le chirurgien devant les parents sont vieux	unexpected	5	sont
16565	8283	le chirurgien devant les parents est jeune	expected	5	est
16566	8283	le chirurgien devant les parents sont jeunes	unexpected	5	sont
16567	8284	le chirurgien devant les parents est petit	expected	5	est
16568	8284	le chirurgien devant les parents sont petits	unexpected	5	sont
16569	8285	le chirurgien devant les parents est grand	expected	5	est
16570	8285	le chirurgien devant les parents sont grands	unexpected	5	sont
16571	8286	le chirurgien devant les parents déménage	expected	5	déménage
16572	8286	le chirurgien devant les parents déménagent	unexpected	5	déménagent
16573	8287	le chirurgien devant les parents parle	expected	5	parle
16574	8287	le chirurgien devant les parents parlent	unexpected	5	parlent
16575	8288	le chirurgien devant les parents retourne	expected	5	retourne
16576	8288	le chirurgien devant les parents retournent	unexpected	5	retournent
16577	8289	le sénateur devant les parents est vieux	expected	5	est
16578	8289	le sénateur devant les parents sont vieux	unexpected	5	sont
16579	8290	le sénateur devant les parents est jeune	expected	5	est
16580	8290	le sénateur devant les parents sont jeunes	unexpected	5	sont
16581	8291	le sénateur devant les parents est petit	expected	5	est
16582	8291	le sénateur devant les parents sont petits	unexpected	5	sont
16583	8292	le sénateur devant les parents est grand	expected	5	est
16584	8292	le sénateur devant les parents sont grands	unexpected	5	sont
16585	8293	le sénateur devant les parents déménage	expected	5	déménage
16586	8293	le sénateur devant les parents déménagent	unexpected	5	déménagent
16587	8294	le sénateur devant les parents parle	expected	5	parle
16588	8294	le sénateur devant les parents parlent	unexpected	5	parlent
16589	8295	le sénateur devant les parents retourne	expected	5	retourne
16590	8295	le sénateur devant les parents retournent	unexpected	5	retournent
16591	8296	le professeur devant les parents est vieux	expected	5	est
16592	8296	le professeur devant les parents sont vieux	unexpected	5	sont
16593	8297	le professeur devant les parents est jeune	expected	5	est
16594	8297	le professeur devant les parents sont jeunes	unexpected	5	sont
16595	8298	le professeur devant les parents est petit	expected	5	est
16596	8298	le professeur devant les parents sont petits	unexpected	5	sont
16597	8299	le professeur devant les parents est grand	expected	5	est
16598	8299	le professeur devant les parents sont grands	unexpected	5	sont
16599	8300	le professeur devant les parents déménage	expected	5	déménage
16600	8300	le professeur devant les parents déménagent	unexpected	5	déménagent
16601	8301	le professeur devant les parents parle	expected	5	parle
16602	8301	le professeur devant les parents parlent	unexpected	5	parlent
16603	8302	le professeur devant les parents retourne	expected	5	retourne
16604	8302	le professeur devant les parents retournent	unexpected	5	retournent
16605	8303	le client devant les parents est vieux	expected	5	est
16606	8303	le client devant les parents sont vieux	unexpected	5	sont
16607	8304	le client devant les parents est jeune	expected	5	est
16608	8304	le client devant les parents sont jeunes	unexpected	5	sont
16609	8305	le client devant les parents est petit	expected	5	est
16610	8305	le client devant les parents sont petits	unexpected	5	sont
16611	8306	le client devant les parents est grand	expected	5	est
16612	8306	le client devant les parents sont grands	unexpected	5	sont
16613	8307	le client devant les parents déménage	expected	5	déménage
16614	8307	le client devant les parents déménagent	unexpected	5	déménagent
16615	8308	le client devant les parents parle	expected	5	parle
16616	8308	le client devant les parents parlent	unexpected	5	parlent
16617	8309	le client devant les parents retourne	expected	5	retourne
16618	8309	le client devant les parents retournent	unexpected	5	retournent
16619	8310	l' officier devant les parents est vieux	expected	5	est
16620	8310	l' officier devant les parents sont vieux	unexpected	5	sont
16621	8311	l' officier devant les parents est jeune	expected	5	est
16622	8311	l' officier devant les parents sont jeunes	unexpected	5	sont
16623	8312	l' officier devant les parents est petit	expected	5	est
16624	8312	l' officier devant les parents sont petits	unexpected	5	sont
16625	8313	l' officier devant les parents est grand	expected	5	est
16626	8313	l' officier devant les parents sont grands	unexpected	5	sont
16627	8314	l' officier devant les parents déménage	expected	5	déménage
16628	8314	l' officier devant les parents déménagent	unexpected	5	déménagent
16629	8315	l' officier devant les parents parle	expected	5	parle
16630	8315	l' officier devant les parents parlent	unexpected	5	parlent
16631	8316	l' officier devant les parents retourne	expected	5	retourne
16632	8316	l' officier devant les parents retournent	unexpected	5	retournent
16633	8317	le pilote devant les parents est vieux	expected	5	est
16634	8317	le pilote devant les parents sont vieux	unexpected	5	sont
16635	8318	le pilote devant les parents est jeune	expected	5	est
16636	8318	le pilote devant les parents sont jeunes	unexpected	5	sont
16637	8319	le pilote devant les parents est petit	expected	5	est
16638	8319	le pilote devant les parents sont petits	unexpected	5	sont
16639	8320	le pilote devant les parents est grand	expected	5	est
16640	8320	le pilote devant les parents sont grands	unexpected	5	sont
16641	8321	le pilote devant les parents déménage	expected	5	déménage
16642	8321	le pilote devant les parents déménagent	unexpected	5	déménagent
16643	8322	le pilote devant les parents parle	expected	5	parle
16644	8322	le pilote devant les parents parlent	unexpected	5	parlent
16645	8323	le pilote devant les parents retourne	expected	5	retourne
16646	8323	le pilote devant les parents retournent	unexpected	5	retournent
16647	8324	le consultant devant les parents est vieux	expected	5	est
16648	8324	le consultant devant les parents sont vieux	unexpected	5	sont
16649	8325	le consultant devant les parents est jeune	expected	5	est
16650	8325	le consultant devant les parents sont jeunes	unexpected	5	sont
16651	8326	le consultant devant les parents est petit	expected	5	est
16652	8326	le consultant devant les parents sont petits	unexpected	5	sont
16653	8327	le consultant devant les parents est grand	expected	5	est
16654	8327	le consultant devant les parents sont grands	unexpected	5	sont
16655	8328	le consultant devant les parents déménage	expected	5	déménage
16656	8328	le consultant devant les parents déménagent	unexpected	5	déménagent
16657	8329	le consultant devant les parents parle	expected	5	parle
16658	8329	le consultant devant les parents parlent	unexpected	5	parlent
16659	8330	le consultant devant les parents retourne	expected	5	retourne
16660	8330	le consultant devant les parents retournent	unexpected	5	retournent
16661	8331	l' auteur derrière les parents est vieux	expected	5	est
16662	8331	l' auteur derrière les parents sont vieux	unexpected	5	sont
16663	8332	l' auteur derrière les parents est jeune	expected	5	est
16664	8332	l' auteur derrière les parents sont jeunes	unexpected	5	sont
16665	8333	l' auteur derrière les parents est petit	expected	5	est
16666	8333	l' auteur derrière les parents sont petits	unexpected	5	sont
16667	8334	l' auteur derrière les parents est grand	expected	5	est
16668	8334	l' auteur derrière les parents sont grands	unexpected	5	sont
16669	8335	l' auteur derrière les parents déménage	expected	5	déménage
16670	8335	l' auteur derrière les parents déménagent	unexpected	5	déménagent
16671	8336	l' auteur derrière les parents parle	expected	5	parle
16672	8336	l' auteur derrière les parents parlent	unexpected	5	parlent
16673	8337	l' auteur derrière les parents retourne	expected	5	retourne
16674	8337	l' auteur derrière les parents retournent	unexpected	5	retournent
16675	8338	le directeur derrière les parents est vieux	expected	5	est
16676	8338	le directeur derrière les parents sont vieux	unexpected	5	sont
16677	8339	le directeur derrière les parents est jeune	expected	5	est
16678	8339	le directeur derrière les parents sont jeunes	unexpected	5	sont
16679	8340	le directeur derrière les parents est petit	expected	5	est
16680	8340	le directeur derrière les parents sont petits	unexpected	5	sont
16681	8341	le directeur derrière les parents est grand	expected	5	est
16682	8341	le directeur derrière les parents sont grands	unexpected	5	sont
16683	8342	le directeur derrière les parents déménage	expected	5	déménage
16684	8342	le directeur derrière les parents déménagent	unexpected	5	déménagent
16685	8343	le directeur derrière les parents parle	expected	5	parle
16686	8343	le directeur derrière les parents parlent	unexpected	5	parlent
16687	8344	le directeur derrière les parents retourne	expected	5	retourne
16688	8344	le directeur derrière les parents retournent	unexpected	5	retournent
16689	8345	l' agriculteur derrière les parents est vieux	expected	5	est
16690	8345	l' agriculteur derrière les parents sont vieux	unexpected	5	sont
16691	8346	l' agriculteur derrière les parents est jeune	expected	5	est
16692	8346	l' agriculteur derrière les parents sont jeunes	unexpected	5	sont
16693	8347	l' agriculteur derrière les parents est petit	expected	5	est
16694	8347	l' agriculteur derrière les parents sont petits	unexpected	5	sont
16695	8348	l' agriculteur derrière les parents est grand	expected	5	est
16696	8348	l' agriculteur derrière les parents sont grands	unexpected	5	sont
16697	8349	l' agriculteur derrière les parents déménage	expected	5	déménage
16698	8349	l' agriculteur derrière les parents déménagent	unexpected	5	déménagent
16699	8350	l' agriculteur derrière les parents parle	expected	5	parle
16700	8350	l' agriculteur derrière les parents parlent	unexpected	5	parlent
16701	8351	l' agriculteur derrière les parents retourne	expected	5	retourne
16702	8351	l' agriculteur derrière les parents retournent	unexpected	5	retournent
16703	8352	le chirurgien derrière les parents est vieux	expected	5	est
16704	8352	le chirurgien derrière les parents sont vieux	unexpected	5	sont
16705	8353	le chirurgien derrière les parents est jeune	expected	5	est
16706	8353	le chirurgien derrière les parents sont jeunes	unexpected	5	sont
16707	8354	le chirurgien derrière les parents est petit	expected	5	est
16708	8354	le chirurgien derrière les parents sont petits	unexpected	5	sont
16709	8355	le chirurgien derrière les parents est grand	expected	5	est
16710	8355	le chirurgien derrière les parents sont grands	unexpected	5	sont
16711	8356	le chirurgien derrière les parents déménage	expected	5	déménage
16712	8356	le chirurgien derrière les parents déménagent	unexpected	5	déménagent
16713	8357	le chirurgien derrière les parents parle	expected	5	parle
16714	8357	le chirurgien derrière les parents parlent	unexpected	5	parlent
16715	8358	le chirurgien derrière les parents retourne	expected	5	retourne
16716	8358	le chirurgien derrière les parents retournent	unexpected	5	retournent
16717	8359	le sénateur derrière les parents est vieux	expected	5	est
16718	8359	le sénateur derrière les parents sont vieux	unexpected	5	sont
16719	8360	le sénateur derrière les parents est jeune	expected	5	est
16720	8360	le sénateur derrière les parents sont jeunes	unexpected	5	sont
16721	8361	le sénateur derrière les parents est petit	expected	5	est
16722	8361	le sénateur derrière les parents sont petits	unexpected	5	sont
16723	8362	le sénateur derrière les parents est grand	expected	5	est
16724	8362	le sénateur derrière les parents sont grands	unexpected	5	sont
16725	8363	le sénateur derrière les parents déménage	expected	5	déménage
16726	8363	le sénateur derrière les parents déménagent	unexpected	5	déménagent
16727	8364	le sénateur derrière les parents parle	expected	5	parle
16728	8364	le sénateur derrière les parents parlent	unexpected	5	parlent
16729	8365	le sénateur derrière les parents retourne	expected	5	retourne
16730	8365	le sénateur derrière les parents retournent	unexpected	5	retournent
16731	8366	le professeur derrière les parents est vieux	expected	5	est
16732	8366	le professeur derrière les parents sont vieux	unexpected	5	sont
16733	8367	le professeur derrière les parents est jeune	expected	5	est
16734	8367	le professeur derrière les parents sont jeunes	unexpected	5	sont
16735	8368	le professeur derrière les parents est petit	expected	5	est
16736	8368	le professeur derrière les parents sont petits	unexpected	5	sont
16737	8369	le professeur derrière les parents est grand	expected	5	est
16738	8369	le professeur derrière les parents sont grands	unexpected	5	sont
16739	8370	le professeur derrière les parents déménage	expected	5	déménage
16740	8370	le professeur derrière les parents déménagent	unexpected	5	déménagent
16741	8371	le professeur derrière les parents parle	expected	5	parle
16742	8371	le professeur derrière les parents parlent	unexpected	5	parlent
16743	8372	le professeur derrière les parents retourne	expected	5	retourne
16744	8372	le professeur derrière les parents retournent	unexpected	5	retournent
16745	8373	le client derrière les parents est vieux	expected	5	est
16746	8373	le client derrière les parents sont vieux	unexpected	5	sont
16747	8374	le client derrière les parents est jeune	expected	5	est
16748	8374	le client derrière les parents sont jeunes	unexpected	5	sont
16749	8375	le client derrière les parents est petit	expected	5	est
16750	8375	le client derrière les parents sont petits	unexpected	5	sont
16751	8376	le client derrière les parents est grand	expected	5	est
16752	8376	le client derrière les parents sont grands	unexpected	5	sont
16753	8377	le client derrière les parents déménage	expected	5	déménage
16754	8377	le client derrière les parents déménagent	unexpected	5	déménagent
16755	8378	le client derrière les parents parle	expected	5	parle
16756	8378	le client derrière les parents parlent	unexpected	5	parlent
16757	8379	le client derrière les parents retourne	expected	5	retourne
16758	8379	le client derrière les parents retournent	unexpected	5	retournent
16759	8380	l' officier derrière les parents est vieux	expected	5	est
16760	8380	l' officier derrière les parents sont vieux	unexpected	5	sont
16761	8381	l' officier derrière les parents est jeune	expected	5	est
16762	8381	l' officier derrière les parents sont jeunes	unexpected	5	sont
16763	8382	l' officier derrière les parents est petit	expected	5	est
16764	8382	l' officier derrière les parents sont petits	unexpected	5	sont
16765	8383	l' officier derrière les parents est grand	expected	5	est
16766	8383	l' officier derrière les parents sont grands	unexpected	5	sont
16767	8384	l' officier derrière les parents déménage	expected	5	déménage
16768	8384	l' officier derrière les parents déménagent	unexpected	5	déménagent
16769	8385	l' officier derrière les parents parle	expected	5	parle
16770	8385	l' officier derrière les parents parlent	unexpected	5	parlent
16771	8386	l' officier derrière les parents retourne	expected	5	retourne
16772	8386	l' officier derrière les parents retournent	unexpected	5	retournent
16773	8387	le pilote derrière les parents est vieux	expected	5	est
16774	8387	le pilote derrière les parents sont vieux	unexpected	5	sont
16775	8388	le pilote derrière les parents est jeune	expected	5	est
16776	8388	le pilote derrière les parents sont jeunes	unexpected	5	sont
16777	8389	le pilote derrière les parents est petit	expected	5	est
16778	8389	le pilote derrière les parents sont petits	unexpected	5	sont
16779	8390	le pilote derrière les parents est grand	expected	5	est
16780	8390	le pilote derrière les parents sont grands	unexpected	5	sont
16781	8391	le pilote derrière les parents déménage	expected	5	déménage
16782	8391	le pilote derrière les parents déménagent	unexpected	5	déménagent
16783	8392	le pilote derrière les parents parle	expected	5	parle
16784	8392	le pilote derrière les parents parlent	unexpected	5	parlent
16785	8393	le pilote derrière les parents retourne	expected	5	retourne
16786	8393	le pilote derrière les parents retournent	unexpected	5	retournent
16787	8394	le consultant derrière les parents est vieux	expected	5	est
16788	8394	le consultant derrière les parents sont vieux	unexpected	5	sont
16789	8395	le consultant derrière les parents est jeune	expected	5	est
16790	8395	le consultant derrière les parents sont jeunes	unexpected	5	sont
16791	8396	le consultant derrière les parents est petit	expected	5	est
16792	8396	le consultant derrière les parents sont petits	unexpected	5	sont
16793	8397	le consultant derrière les parents est grand	expected	5	est
16794	8397	le consultant derrière les parents sont grands	unexpected	5	sont
16795	8398	le consultant derrière les parents déménage	expected	5	déménage
16796	8398	le consultant derrière les parents déménagent	unexpected	5	déménagent
16797	8399	le consultant derrière les parents parle	expected	5	parle
16798	8399	le consultant derrière les parents parlent	unexpected	5	parlent
16799	8400	le consultant derrière les parents retourne	expected	5	retourne
16800	8400	le consultant derrière les parents retournent	unexpected	5	retournent
16801	8401	l' auteur devant le garde est vieux	expected	5	est
16802	8401	l' auteur devant le garde sont vieux	unexpected	5	sont
16803	8402	l' auteur devant le garde est jeune	expected	5	est
16804	8402	l' auteur devant le garde sont jeunes	unexpected	5	sont
16805	8403	l' auteur devant le garde est petit	expected	5	est
16806	8403	l' auteur devant le garde sont petits	unexpected	5	sont
16807	8404	l' auteur devant le garde est grand	expected	5	est
16808	8404	l' auteur devant le garde sont grands	unexpected	5	sont
16809	8405	l' auteur devant le garde déménage	expected	5	déménage
16810	8405	l' auteur devant le garde déménagent	unexpected	5	déménagent
16811	8406	l' auteur devant le garde parle	expected	5	parle
16812	8406	l' auteur devant le garde parlent	unexpected	5	parlent
16813	8407	l' auteur devant le garde retourne	expected	5	retourne
16814	8407	l' auteur devant le garde retournent	unexpected	5	retournent
16815	8408	le directeur devant le garde est vieux	expected	5	est
16816	8408	le directeur devant le garde sont vieux	unexpected	5	sont
16817	8409	le directeur devant le garde est jeune	expected	5	est
16818	8409	le directeur devant le garde sont jeunes	unexpected	5	sont
16819	8410	le directeur devant le garde est petit	expected	5	est
16820	8410	le directeur devant le garde sont petits	unexpected	5	sont
16821	8411	le directeur devant le garde est grand	expected	5	est
16822	8411	le directeur devant le garde sont grands	unexpected	5	sont
16823	8412	le directeur devant le garde déménage	expected	5	déménage
16824	8412	le directeur devant le garde déménagent	unexpected	5	déménagent
16825	8413	le directeur devant le garde parle	expected	5	parle
16826	8413	le directeur devant le garde parlent	unexpected	5	parlent
16827	8414	le directeur devant le garde retourne	expected	5	retourne
16828	8414	le directeur devant le garde retournent	unexpected	5	retournent
16829	8415	l' agriculteur devant le garde est vieux	expected	5	est
16830	8415	l' agriculteur devant le garde sont vieux	unexpected	5	sont
16831	8416	l' agriculteur devant le garde est jeune	expected	5	est
16832	8416	l' agriculteur devant le garde sont jeunes	unexpected	5	sont
16833	8417	l' agriculteur devant le garde est petit	expected	5	est
16834	8417	l' agriculteur devant le garde sont petits	unexpected	5	sont
16835	8418	l' agriculteur devant le garde est grand	expected	5	est
16836	8418	l' agriculteur devant le garde sont grands	unexpected	5	sont
16837	8419	l' agriculteur devant le garde déménage	expected	5	déménage
16838	8419	l' agriculteur devant le garde déménagent	unexpected	5	déménagent
16839	8420	l' agriculteur devant le garde parle	expected	5	parle
